game_id,group_id,resource_type,total_cost,members,usage_weights,shapley_allocations,nucleolus_allocations,equal_split,method_chosen,fairness_score
c73294cc-b93c-4b35-988c-e3cc7c6fb5e6,group_028,subscription,16834.91,user_012|user_079,0.75|0.25,12697.72|4137.19,10771.60|6063.31,8417.45|8417.45,equal,0.951
333ed0c5-1722-4f9f-93c6-4a59503bcd43,group_252,subscription,12183.38,user_008|user_040|user_076,0.15|0.19|0.66,1886.01|2307.40|7989.97,2864.81|3096.58|6221.99,4061.13|4061.13|4061.13,shapley,1.0
0e04981d-8589-4e5e-ad52-c3bfa48d6455,group_405,tool,12084.88,user_014|user_044|user_076|user_078|user_079|user_093,0.26|0.05|0.05|0.03|0.26|0.35,3185.72|602.54|562.78|304.73|3176.46|4252.65,2658.51|1237.76|1215.90|1073.97|2653.42|3245.32,2014.15|2014.15|2014.15|2014.15|2014.15|2014.15,equal,0.771
8589d01f-d93b-4b10-ae9c-5be416c2c990,group_046,vehicle,12507.62,user_001|user_002|user_038|user_048|user_052|user_075|user_079,0.05|0.00|0.01|0.52|0.05|0.22|0.15,579.29|39.82|161.30|6466.73|658.76|2758.33|1843.39,1122.67|825.96|892.78|4360.76|1166.38|2321.14|1817.93,1786.80|1786.80|1786.80|1786.80|1786.80|1786.80|1786.80,nucleolus,0.909
03bcbd23-4f61-4bf9-ab80-1a7978fc6d2f,group_369,space,13895.44,user_003|user_024|user_031|user_056|user_070|user_090|user_096,0.09|0.05|0.03|0.19|0.29|0.20|0.15,1317.80|630.67|354.42|2614.26|4080.81|2827.91|2069.58,1618.07|1240.15|1088.21|2331.12|3137.72|2448.63|2031.54,1985.06|1985.06|1985.06|1985.06|1985.06|1985.06|1985.06,shapley,1.0
47dbe3f6-78ba-4fec-b3a3-6cd9c6082594,group_344,accommodation,11294.61,user_006|user_007|user_015,0.01|0.68|0.31,94.85|7651.94|3547.82,1746.36|5902.76|3645.49,3764.87|3764.87|3764.87,nucleolus,0.754
6e1c8c77-9312-4887-b1a2-e8926864a21c,group_484,vehicle,13571.43,user_032|user_058|user_067|user_073,0.06|0.65|0.15|0.14,777.04|8770.28|2065.57|1958.54,1954.16|6350.44|2662.85|2603.98,3392.86|3392.86|3392.86|3392.86,shapley,1.0
d6b9c479-cea5-4a8d-85da-4d7ed1bd74f6,group_485,vehicle,7252.88,user_012|user_023|user_027|user_039|user_067|user_094,0.19|0.23|0.15|0.02|0.06|0.36,1369.82|1659.44|1061.69|136.20|410.26|2615.46,1297.37|1456.66|1127.90|618.88|769.61|1982.47,1208.81|1208.81|1208.81|1208.81|1208.81|1208.81,shapley,1.0
74ae1362-78c1-468d-bc32-cd6efe310152,group_391,subscription,6057.16,user_002|user_017|user_031|user_036|user_049|user_060|user_088|user_096,0.04|0.08|0.09|0.10|0.16|0.47|0.05|0.02,253.25|463.39|563.23|576.16|944.91|2853.16|274.11|128.96,480.00|595.58|650.49|657.60|860.42|1909.95|491.48|411.64,757.14|757.14|757.14|757.14|757.14|757.14|757.14|757.14,shapley,1.0
4751a53f-806f-403a-929c-8d615561bfa0,group_403,tool,3320.53,user_034|user_054|user_061|user_071|user_092|user_098,0.03|0.29|0.14|0.05|0.23|0.27,98.14|972.45|463.06|150.23|755.10|881.54,303.02|783.89|503.72|331.67|664.35|733.89,553.42|553.42|553.42|553.42|553.42|553.42,equal,0.727
7846ca69-3909-4c34-bdf0-460b8579a43c,group_477,tool,18434.3,user_014|user_034|user_047|user_052|user_081|user_084|user_092|user_093,0.17|0.22|0.03|0.12|0.05|0.16|0.11|0.13,3044.44|4081.24|472.18|2285.05|1002.58|2997.34|2117.88|2433.59,2711.37|3281.61|1296.63|2293.71|1588.35|2685.46|2201.76|2375.40,2304.29|2304.29|2304.29|2304.29|2304.29|2304.29|2304.29|2304.29,nucleolus,0.936
c8f6445e-24c1-4929-884a-ef92670203a9,group_453,tool,3348.73,user_007|user_040|user_085|user_099,0.17|0.03|0.13|0.67,574.00|105.02|423.42|2246.30,692.43|434.49|609.61|1612.20,837.18|837.18|837.18|837.18,equal,0.797
9570873d-b819-4d8c-98a7-9136e7d494e5,group_356,vehicle,2843.44,user_013|user_039|user_043|user_097|user_100,0.63|0.01|0.04|0.03|0.29,1778.13|28.32|115.58|90.65|830.76,1233.88|271.49|319.48|305.77|712.83,568.69|568.69|568.69|568.69|568.69,equal,0.771
13935964-64ef-40cd-9380-fb0cd4df8359,group_496,space,17926.8,user_047|user_087|user_091,0.64|0.09|0.27,11527.74|1626.19|4772.87,9029.28|3583.42|5314.10,5975.60|5975.60|5975.60,equal,0.857
ef04df98-ce02-4e94-a5de-66c9833708b7,group_057,subscription,16721.03,user_033|user_035|user_051|user_076|user_094|user_099,0.31|0.22|0.13|0.15|0.12|0.06,5211.64|3744.25|2216.89|2531.92|2014.34|1001.99,4120.48|3313.41|2473.37|2646.64|2361.96|1805.17,2786.84|2786.84|2786.84|2786.84|2786.84|2786.84,nucleolus,0.944
1eab0040-ecb8-4785-a730-2f46f067fac4,group_402,subscription,6631.72,user_019|user_054|user_065,0.20|0.29|0.51,1357.70|1904.29|3369.73,1741.49|2042.12|2848.11,2210.57|2210.57|2210.57,shapley,1.0
78062779-83e3-491f-94bc-8c340f44bd82,group_484,space,13673.83,user_032|user_058|user_067|user_073,0.31|0.44|0.05|0.19,4272.77|6048.78|736.93|2615.34,3888.33|4865.14|1943.62|2976.74,3418.46|3418.46|3418.46|3418.46,equal,0.787
db0c3680-9754-4ed9-9922-ddcdfec16367,group_220,accommodation,2971.4,user_033|user_089,0.03|0.97,95.20|2876.20,720.92|2250.48,1485.70|1485.70,shapley,1.0
901c75fa-8817-45b2-a117-0b9266db8d97,group_477,vehicle,1500.37,user_006|user_014|user_019|user_034|user_052|user_066|user_081|user_099,0.12|0.45|0.01|0.05|0.15|0.02|0.08|0.12,181.98|674.53|14.66|72.06|225.99|32.04|113.69|185.42,184.49|455.38|92.46|124.03|208.69|102.02|146.93|186.37,187.55|187.55|187.55|187.55|187.55|187.55|187.55|187.55,equal,0.739
a9f8cf31-4c19-4dfc-b3a5-2931cabd9c62,group_481,accommodation,14226.8,user_045|user_052|user_062|user_080|user_083|user_096,0.24|0.05|0.11|0.39|0.20|0.00,3447.85|750.35|1581.86|5517.25|2910.61|18.89,2963.33|1479.70|1937.03|4101.50|2667.84|1077.40,2371.13|2371.13|2371.13|2371.13|2371.13|2371.13,shapley,1.0
46eb4fa9-3c05-4977-b775-37fb87b641a0,group_230,tool,6074.57,user_005|user_020|user_027|user_031|user_057|user_077|user_093,0.20|0.01|0.19|0.03|0.45|0.06|0.06,1226.38|30.80|1173.36|193.86|2717.82|393.10|339.24,1065.02|407.45|1035.86|497.13|1885.31|606.71|577.09,867.80|867.80|867.80|867.80|867.80|867.80|867.80,equal,0.917
dea3c3ba-d8f7-45a0-b46e-ffa6474bb561,group_153,space,17360.58,user_057|user_058|user_061,0.06|0.14|0.80,1068.76|2417.89|13873.93,3191.91|3933.93|10234.75,5786.86|5786.86|5786.86,nucleolus,0.94
ef0cb242-5afd-4265-a448-8c2bb2dc7204,group_038,space,5995.43,user_017|user_079,0.92|0.08,5541.58|453.85,4396.84|1598.59,2997.72|2997.72,nucleolus,0.746
29237220-229a-433b-bff8-1a852d4b51e9,group_393,space,11290.68,user_005|user_009|user_024|user_041|user_053|user_057|user_062,0.08|0.18|0.30|0.13|0.07|0.07|0.17,937.92|2017.26|3424.01|1416.46|782.71|838.30|1874.02,1241.69|1835.32|2609.03|1504.88|1156.32|1186.90|1756.54,1612.95|1612.95|1612.95|1612.95|1612.95|1612.95|1612.95,nucleolus,0.77
3048e406-e8bc-46d4-8f1c-7edb88da947c,group_310,accommodation,5173.41,user_025|user_046|user_065|user_087|user_095|user_097|user_100,0.00|0.21|0.09|0.34|0.02|0.19|0.14,3.60|1079.83|490.78|1766.20|109.05|991.26|732.70,334.56|926.48|602.50|1303.99|392.55|877.77|735.56,739.06|739.06|739.06|739.06|739.06|739.06|739.06,equal,0.794
95cf10d1-25b7-4d6c-87b6-4aaddee96444,group_062,space,17523.24,user_005|user_010|user_034|user_057|user_092,0.28|0.02|0.24|0.23|0.23,4991.35|325.52|4211.33|4002.08|3992.96,4322.33|1756.13|3893.32|3778.24|3773.22,3504.65|3504.65|3504.65|3504.65|3504.65,nucleolus,0.951
6f8bbdf8-3a32-4c57-ac7c-895ea861ca72,group_112,space,16838.22,user_041|user_049|user_100,0.25|0.31|0.44,4223.24|5151.89|7463.10,4848.51|5359.27|6630.44,5612.74|5612.74|5612.74,nucleolus,0.811
203b5b8c-3a29-4f2a-9617-553dc4d13bb7,group_276,accommodation,17768.04,user_001|user_015|user_026|user_046|user_056|user_091,0.10|0.53|0.21|0.02|0.02|0.12,1695.87|9401.13|3719.27|432.45|325.38|2193.95,2265.33|6503.22|3378.20|1570.45|1511.56|2539.27,2961.34|2961.34|2961.34|2961.34|2961.34|2961.34,shapley,1.0
a3c6c050-f0cf-4693-840f-eb9b450ebd4c,group_173,vehicle,13851.45,user_001|user_040,0.56|0.44,7693.58|6157.87,7348.05|6503.40,6925.73|6925.73,equal,0.905
972766a7-6ce1-453b-8f1a-a9a7915e45aa,group_023,tool,7444.29,user_012|user_021|user_084|user_089|user_091|user_094,0.39|0.18|0.15|0.04|0.10|0.14,2900.18|1359.13|1082.71|297.71|742.34|1062.22,2153.42|1305.84|1153.81|722.06|966.61|1142.54,1240.71|1240.71|1240.71|1240.71|1240.71|1240.71,nucleolus,0.927
f2d457c4-9aef-414b-9a75-e1d5b7cf2912,group_116,vehicle,6471.28,user_022|user_044|user_055|user_059,0.04|0.10|0.35|0.51,232.30|624.10|2283.27|3331.60,855.79|1071.28|1983.82|2560.40,1617.82|1617.82|1617.82|1617.82,nucleolus,0.858
9dd26ce2-6ef8-4068-b83f-1c8cb7ad1a4c,group_359,space,15586.76,user_006|user_040|user_087,0.63|0.27|0.10,9847.15|4158.03|1581.58,7753.95|4624.93|3207.88,5195.59|5195.59|5195.59,equal,0.834
ff5a61c8-b02d-490d-99bc-fa1097561023,group_357,tool,10037.84,user_002|user_043|user_046|user_059|user_077,0.15|0.27|0.41|0.03|0.14,1463.27|2705.33|4120.92|336.98|1411.33,1708.20|2391.34|3169.91|1088.75|1679.64,2007.57|2007.57|2007.57|2007.57|2007.57,shapley,1.0
37d6fc89-ff78-41e4-938e-343931fe2624,group_386,space,19610.66,user_007|user_038|user_039|user_070|user_084|user_090|user_100,0.36|0.09|0.17|0.17|0.04|0.09|0.08,7026.74|1857.98|3254.99|3400.18|782.44|1725.80|1562.53,5125.39|2282.58|3050.93|3130.78|1691.03|2209.87|2120.07,2801.52|2801.52|2801.52|2801.52|2801.52|2801.52|2801.52,shapley,1.0
63f68af0-4349-49cd-97e6-062cb260a819,group_085,vehicle,8069.74,user_035|user_036|user_045|user_048|user_055|user_061|user_063|user_088,0.00|0.00|0.28|0.05|0.11|0.06|0.44|0.05,33.67|31.06|2260.42|404.55|925.96|450.13|3583.20|380.74,472.44|471.01|1697.15|676.43|963.20|701.49|2424.68|663.33,1008.72|1008.72|1008.72|1008.72|1008.72|1008.72|1008.72|1008.72,nucleolus,0.807
a92e8c19-1dad-47ba-a561-1f2ee08e1d63,group_472,vehicle,6981.84,user_041|user_047|user_053|user_097,0.12|0.44|0.39|0.04,838.84|3079.56|2755.82|307.62,1246.82|2479.21|2301.16|954.65,1745.46|1745.46|1745.46|1745.46,nucleolus,0.773
66208116-e9c5-4a14-b392-94e156fedfb4,group_109,space,17416.85,user_035|user_076|user_092|user_093|user_098,0.52|0.20|0.21|0.05|0.03,9051.32|3418.26|3679.40|799.13|468.73,6545.74|3447.56|3591.19|2007.04|1825.32,3483.37|3483.37|3483.37|3483.37|3483.37,nucleolus,0.839
04d3bd5f-3130-4643-ba31-82d00ed28e54,group_091,subscription,912.53,user_006|user_015|user_019|user_062|user_074,0.24|0.13|0.11|0.25|0.27,223.29|117.69|98.50|224.28|248.78,204.94|146.86|136.30|205.48|218.96,182.51|182.51|182.51|182.51|182.51,nucleolus,0.896
ab1e28a6-446b-4f25-ba6a-f8c7710cf5e1,group_208,space,16597.93,user_011|user_065|user_070,0.14|0.75|0.12,2278.42|12404.73|1914.79,3742.82|9312.29|3542.82,5532.64|5532.64|5532.64,shapley,1.0
74311ead-92cb-4fd3-91d7-40b41b279d5f,group_352,accommodation,9143.28,user_015|user_035|user_083|user_092,0.25|0.19|0.55|0.01,2244.08|1725.04|5058.95|115.20,2262.86|1977.39|3811.04|1091.98,2285.82|2285.82|2285.82|2285.82,shapley,1.0
6546df73-43df-4ebd-9339-f8b85a4de11e,group_471,space,12567.36,user_031|user_049|user_051|user_072|user_097|user_098,0.02|0.09|0.08|0.08|0.65|0.08,203.30|1147.33|1049.97|981.62|8191.70|993.44,1054.37|1573.58|1520.04|1482.44|5447.98|1488.95,2094.56|2094.56|2094.56|2094.56|2094.56|2094.56,equal,0.877
abfbd1d3-d188-449a-8b80-ac9a514e1f47,group_152,space,15272.44,user_012|user_056|user_062|user_081|user_084,0.08|0.36|0.15|0.38|0.02,1240.90|5569.87|2335.54|5861.83|264.30,2057.01|4437.95|2659.07|4598.53|1519.88,3054.49|3054.49|3054.49|3054.49|3054.49,equal,0.866
a061b634-f06c-49c1-b85d-e3545d3d2197,group_430,tool,18690.38,user_022|user_027|user_052|user_056|user_079|user_092,0.17|0.01|0.02|0.59|0.04|0.19,3087.98|157.92|298.83|10942.09|692.54|3511.01,3100.17|1488.63|1566.14|7419.93|1782.68|3332.84,3115.06|3115.06|3115.06|3115.06|3115.06|3115.06,nucleolus,0.865
a9fa6162-1d9e-47ef-847b-fff78c837942,group_034,space,7533.35,user_020|user_065,0.55|0.45,4171.58|3361.77,3989.37|3543.98,3766.68|3766.68,shapley,1.0
672683c9-12ad-4daf-aec0-54f8d19f8f75,group_295,subscription,15580.48,user_035|user_070|user_081|user_089,0.34|0.00|0.16|0.49,5334.29|51.15|2527.02|7668.01,4686.67|1780.94|3142.67|5970.21,3895.12|3895.12|3895.12|3895.12,equal,0.828
1f96a8e8-b599-4b7f-b9e0-df8fcc7b0986,group_385,accommodation,1922.99,user_033|user_078,0.23|0.77,440.80|1482.19,675.11|1247.88,961.50|961.50,nucleolus,0.935
a7d1b8ff-0c15-4d5b-80d2-304ebdf0cc2f,group_448,vehicle,8160.43,user_015|user_067|user_081|user_085,0.02|0.25|0.14|0.59,198.19|2003.72|1112.61|4845.92,1027.05|2020.09|1529.98|3583.30,2040.11|2040.11|2040.11|2040.11,equal,0.738
9e8ffddc-d227-489a-a345-581d5ab69bde,group_148,subscription,16856.25,user_011|user_017|user_020|user_038|user_056,0.62|0.05|0.17|0.03|0.13,10494.38|781.79|2800.44|582.25|2197.39,7288.97|1947.05|3057.30|1837.30|2725.63,3371.25|3371.25|3371.25|3371.25|3371.25,shapley,1.0
83485634-c7e3-4573-a730-9e3ff5b47cf7,group_218,vehicle,8328.75,user_012|user_032|user_054|user_079|user_083|user_092|user_095,0.10|0.59|0.15|0.07|0.02|0.03|0.04,850.25|4876.18|1278.92|586.42|165.21|223.63|348.15,1003.06|3217.32|1238.82|857.95|626.28|658.41|726.90,1189.82|1189.82|1189.82|1189.82|1189.82|1189.82|1189.82,nucleolus,0.831
a3d071ee-6ebd-4a94-adec-ffe4645330f8,group_108,space,15169.67,user_009|user_011|user_052|user_057,0.08|0.51|0.22|0.20,1167.40|7680.66|3327.86|2993.75,2348.66|5930.95|3536.91|3353.15,3792.42|3792.42|3792.42|3792.42,nucleolus,0.785
455628d5-d011-478f-ad9f-992df5b768d7,group_198,subscription,18162.74,user_039|user_043|user_054|user_061|user_077|user_079,0.02|0.36|0.24|0.01|0.23|0.14,405.76|6547.40|4270.61|233.21|4095.43|2610.33,1585.37|4963.28|3711.04|1490.47|3614.69|2797.89,3027.12|3027.12|3027.12|3027.12|3027.12|3027.12,nucleolus,0.728
634d239f-39a8-4c37-a295-519c5a211239,group_145,tool,19211.22,user_003|user_027|user_100,0.06|0.45|0.49,1203.20|8651.52|9356.50,3543.45|7640.02|8027.76,6403.74|6403.74|6403.74,shapley,1.0
bee55486-1ee9-45e4-bb05-6c7560bd0e0f,group_363,space,10896.4,user_011|user_018|user_033|user_039|user_040|user_054|user_071|user_073,0.02|0.32|0.21|0.12|0.07|0.06|0.12|0.09,217.29|3492.43|2274.13|1325.55|743.81|636.13|1261.90|945.17,732.43|2533.76|1863.69|1341.98|1022.02|962.80|1306.97|1132.76,1362.05|1362.05|1362.05|1362.05|1362.05|1362.05|1362.05|1362.05,shapley,1.0
eb73ef9a-f28c-4bc7-9a5e-f63f9d23c20d,group_287,tool,1770.47,user_006|user_022|user_062|user_068|user_077|user_089|user_090,0.01|0.15|0.34|0.13|0.01|0.32|0.05,23.42|261.69|598.06|223.92|19.43|562.04|81.90,126.70|257.75|442.75|236.97|124.50|422.94|158.86,252.92|252.92|252.92|252.92|252.92|252.92|252.92,equal,0.726
46420cb6-be26-4d6d-9475-0834bd760375,group_407,subscription,7581.92,user_044|user_073,0.62|0.38,4734.49|2847.43,4309.90|3272.02,3790.96|3790.96,nucleolus,0.88
62bc4aff-c7f1-4079-9c52-65987ce1bcd1,group_155,subscription,19140.69,user_003|user_055|user_068|user_074,0.14|0.51|0.26|0.08,2763.11|9745.86|5051.17|1580.55,3673.04|7513.55|4931.47|3022.63,4785.17|4785.17|4785.17|4785.17,nucleolus,0.893
30c401a5-9495-43ad-9019-51d08b9c9e99,group_153,tool,18268.0,user_003|user_020|user_058|user_061|user_090,0.29|0.30|0.29|0.04|0.08,5381.38|5418.35|5233.78|698.43|1536.06,4603.88|4624.21|4522.70|2028.25|2488.95,3653.60|3653.60|3653.60|3653.60|3653.60,shapley,1.0
4ce52b09-6025-4e82-aa89-60e0404457b0,group_107,subscription,11928.39,user_025|user_057|user_059|user_077|user_095,0.66|0.23|0.00|0.01|0.10,7831.13|2757.33|51.37|125.75|1162.81,5380.68|2590.08|1101.81|1142.72|1713.10,2385.68|2385.68|2385.68|2385.68|2385.68,shapley,1.0
2685f8b7-4076-4ec8-b848-cee6bc45e5ba,group_066,subscription,9274.78,user_004|user_025|user_076|user_093,0.60|0.19|0.17|0.03,5600.71|1806.07|1607.82|260.18,4123.80|2036.75|1927.71|1186.51,2318.70|2318.70|2318.70|2318.70,nucleolus,0.926
be467267-7cf6-46c3-8c4e-b211195ca9aa,group_295,tool,3208.96,user_035|user_070|user_081|user_089,0.22|0.36|0.10|0.31,719.56|1161.75|322.11|1005.53,756.77|999.97|538.17|914.05,802.24|802.24|802.24|802.24,shapley,1.0
1840a580-ac54-4cda-a984-020c385b7356,group_231,accommodation,1998.57,user_086|user_094,0.94|0.06,1870.84|127.73,1478.64|519.93,999.28|999.28,equal,0.952
0fb41f25-0397-476b-b7d6-6de4ac142775,group_417,space,14230.04,user_015|user_023|user_041|user_051|user_060|user_085|user_090,0.11|0.05|0.24|0.13|0.15|0.24|0.08,1591.36|726.96|3381.34|1850.94|2162.21|3434.45|1082.77,1790.04|1314.61|2774.53|1932.80|2104.01|2803.74|1510.31,2032.86|2032.86|2032.86|2032.86|2032.86|2032.86|2032.86,nucleolus,0.918
4bcfd6cf-235c-4c27-8801-89f6148483cf,group_224,vehicle,5684.43,user_002|user_025|user_044,0.73|0.22|0.05,4123.68|1273.28|287.47,3120.69|1552.97|1010.77,1894.81|1894.81|1894.81,shapley,1.0
e3bffd2b-9eb0-4a89-8c04-b82eb2ba3cce,group_165,tool,18778.4,user_002|user_038|user_045|user_054|user_058|user_071|user_083,0.10|0.13|0.03|0.16|0.20|0.03|0.35,1880.10|2489.59|601.61|3073.75|3736.81|512.06|6484.49,2241.24|2576.46|1538.07|2897.75|3262.43|1488.82|4773.65,2682.63|2682.63|2682.63|2682.63|2682.63|2682.63|2682.63,shapley,1.0
5d83cfb5-b0ff-41f7-b76a-3100ecac7192,group_315,subscription,1242.42,user_049|user_052,0.40|0.60,499.35|743.07,554.19|688.23,621.21|621.21,equal,0.93
a7d36d3a-2280-4651-8a66-33fa03e41919,group_410,tool,16091.35,user_006|user_070|user_077,0.06|0.64|0.30,933.47|10288.47|4869.41,2927.11|8072.36|5091.88,5363.78|5363.78|5363.78,equal,0.95
8185f171-14ea-49f1-998a-3fd31bb7dc7d,group_146,subscription,15834.69,user_017|user_046|user_048|user_063|user_066|user_088,0.03|0.10|0.17|0.02|0.39|0.29,470.24|1654.12|2722.55|248.39|6100.69|4638.69,1446.23|2097.37|2685.01|1324.21|4542.98|3738.88,2639.12|2639.12|2639.12|2639.12|2639.12|2639.12,shapley,1.0
871950d9-4f30-4e87-938c-717f46492560,group_348,vehicle,1998.35,user_014|user_017|user_020|user_050|user_059|user_080,0.06|0.31|0.05|0.38|0.10|0.09,128.87|625.47|99.06|758.62|201.90|184.42,220.75|493.89|204.36|567.12|260.92|251.31,333.06|333.06|333.06|333.06|333.06|333.06,equal,0.743
5d86f736-d753-4423-92b7-368264137b58,group_151,subscription,1302.17,user_017|user_018|user_063|user_078|user_085|user_087,0.05|0.55|0.14|0.05|0.00|0.21,60.81|715.95|186.90|59.32|4.25|274.93,131.11|491.44|200.46|130.29|100.00|248.88,217.03|217.03|217.03|217.03|217.03|217.03,nucleolus,0.78
0fa21b08-af85-4114-b38f-733e0569f65a,group_452,space,10723.32,user_021|user_022,0.37|0.63,3978.48|6744.84,4600.91|6122.41,5361.66|5361.66,shapley,1.0
d77a1758-09a4-4bd1-9e2a-52327edec5ee,group_176,tool,5888.19,user_027|user_036|user_067|user_073,0.58|0.02|0.34|0.05,3410.60|127.71|2029.56|320.33,2538.25|732.66|1778.68|838.60,1472.05|1472.05|1472.05|1472.05,equal,0.889
4c10baa8-d016-4e76-aca5-a3acbde2001e,group_348,vehicle,11691.63,user_014|user_017|user_020|user_029|user_047|user_050|user_080|user_091,0.22|0.19|0.09|0.14|0.04|0.07|0.19|0.07,2528.05|2212.79|1007.32|1603.30|488.46|824.59|2231.33|795.79,2048.08|1874.69|1211.68|1539.47|926.31|1111.18|1884.89|1095.34,1461.45|1461.45|1461.45|1461.45|1461.45|1461.45|1461.45|1461.45,nucleolus,0.942
9025e8ba-79d5-4e79-865c-a95e1ac32307,group_307,vehicle,8566.48,user_043|user_049|user_052,0.15|0.24|0.61,1314.42|2023.16|5228.90,2007.90|2397.71|4160.87,2855.49|2855.49|2855.49,shapley,1.0
53707648-f8fe-4d9b-8409-febf9a4981df,group_310,subscription,3647.78,user_013|user_020|user_046|user_053|user_095|user_097,0.10|0.05|0.31|0.44|0.03|0.07,374.87|175.25|1142.97|1605.48|97.39|251.83,479.76|369.97|902.22|1156.60|327.15|412.09,607.96|607.96|607.96|607.96|607.96|607.96,shapley,1.0
1de0b257-edd3-4147-9234-c8b8ed5b7442,group_331,subscription,11181.21,user_012|user_014|user_019|user_024|user_051,0.04|0.12|0.17|0.38|0.29,473.74|1323.02|1851.63|4274.59|3258.23,1266.86|1733.97|2024.71|3357.33|2798.33,2236.24|2236.24|2236.24|2236.24|2236.24,equal,0.775
caf38832-abde-434e-a42b-e2a7513e8ed2,group_043,tool,7514.01,user_023|user_073|user_086,0.30|0.13|0.57,2245.38|1005.63|4263.00,2362.06|1680.20|3471.75,2504.67|2504.67|2504.67,shapley,1.0
33de7c24-a484-409f-9b89-4337b978f472,group_140,tool,11793.24,user_021|user_034|user_061|user_091,0.11|0.69|0.18|0.02,1331.19|8079.84|2100.27|281.94,2058.89|5770.65|2481.89|1481.80,2948.31|2948.31|2948.31|2948.31,nucleolus,0.94
e67f1311-1f5f-46cc-9d6a-5ea6b0f7c967,group_056,tool,13775.47,user_006|user_034|user_041|user_056|user_058|user_068|user_091,0.22|0.08|0.23|0.01|0.04|0.38|0.05,3022.86|1054.12|3108.23|193.52|515.34|5190.51|690.89,2548.14|1465.33|2595.09|992.00|1169.00|3740.35|1265.55,1967.92|1967.92|1967.92|1967.92|1967.92|1967.92|1967.92,nucleolus,0.753
5b6d7108-8346-400c-85d8-da69e1208c0f,group_106,subscription,924.42,user_041|user_053|user_055|user_060|user_064,0.36|0.06|0.20|0.23|0.14,330.48|59.66|187.56|215.79|130.93,264.96|116.01|186.36|201.88|155.21,184.88|184.88|184.88|184.88|184.88,equal,0.958
b41289b5-a31a-4911-aaa9-f2676ae98b55,group_062,subscription,8259.6,user_005|user_010|user_014|user_034|user_057|user_092,0.08|0.05|0.01|0.07|0.22|0.58,621.17|407.66|57.55|617.83|1805.59|4749.80,961.11|843.68|651.12|959.27|1612.54|3231.86,1376.60|1376.60|1376.60|1376.60|1376.60|1376.60,shapley,1.0
1dd17d4a-0003-4c27-b3de-b7ad2b3f5d51,group_207,space,4634.7,user_056|user_064|user_066,0.41|0.29|0.31,1878.93|1331.79|1423.99,1728.61|1427.69|1478.40,1544.90|1544.90|1544.90,equal,0.765
7f400a76-a719-4be3-84df-a41042b2b675,group_449,space,14939.59,user_002|user_014|user_042|user_043|user_054|user_076|user_083,0.17|0.05|0.37|0.17|0.13|0.02|0.09,2546.65|702.10|5535.99|2586.95|1914.18|273.97|1379.77,2361.06|1346.55|4005.19|2383.22|2013.20|1111.08|1719.27,2134.23|2134.23|2134.23|2134.23|2134.23|2134.23|2134.23,shapley,1.0
668008b8-cde4-4081-8a08-ce3da2553669,group_348,tool,18427.73,user_017|user_029|user_047|user_050|user_065|user_084|user_091,0.07|0.24|0.10|0.06|0.45|0.01|0.07,1366.91|4430.24|1753.01|1060.73|8339.97|260.03|1216.84,1936.44|3621.27|2148.79|1768.04|5771.63|1327.65|1853.90,2632.53|2632.53|2632.53|2632.53|2632.53|2632.53|2632.53,equal,0.878
57958c9d-765e-4cd6-a51a-e23c089dc9a7,group_333,subscription,15171.21,user_025|user_033|user_078,0.01|0.35|0.64,167.37|5250.05|9753.79,2367.74|5163.21|7640.26,5057.07|5057.07|5057.07,equal,0.796
d66a931d-b864-4af2-b054-64b8c5f9e8aa,group_062,accommodation,18952.86,user_005|user_010|user_014|user_057|user_092,0.05|0.30|0.05|0.37|0.22,965.84|5745.07|1016.00|7103.78|4122.18,2236.97|4865.54|2264.56|5612.84|3972.96,3790.57|3790.57|3790.57|3790.57|3790.57,shapley,1.0
5ce2268b-5098-48a4-827b-5b52cf30f927,group_056,accommodation,5072.0,user_037|user_041|user_049|user_061|user_068|user_087|user_088,0.19|0.00|0.38|0.15|0.04|0.20|0.04,952.35|10.59|1918.21|755.86|211.82|1030.51|192.66,849.85|331.88|1381.07|741.78|442.56|892.84|432.02,724.57|724.57|724.57|724.57|724.57|724.57|724.57,shapley,1.0
b4195e92-186a-4f50-96ec-2e970fb31a45,group_408,space,10539.98,user_019|user_023|user_041|user_067,0.49|0.03|0.29|0.19,5204.12|301.49|3070.36|1964.01,4048.01|1351.57|2874.45|2265.95,2634.99|2634.99|2634.99|2634.99,shapley,1.0
56d56dd2-a50f-442b-8e26-a4854c7e1601,group_290,vehicle,1015.46,user_001|user_002|user_011|user_018|user_053|user_091,0.04|0.12|0.01|0.28|0.16|0.40,44.93|122.58|5.52|279.99|158.67|403.76,100.87|143.58|79.20|230.15|163.43|298.23,169.24|169.24|169.24|169.24|169.24|169.24,nucleolus,0.957
5babd21e-fa82-4517-86cc-1f76861ccce7,group_399,vehicle,4861.49,user_043|user_059|user_074|user_085,0.17|0.17|0.64|0.02,809.62|818.39|3120.23|113.25,992.21|997.03|2263.04|609.20,1215.37|1215.37|1215.37|1215.37,shapley,1.0
